no,kod_masco,tajuk_pekerjaan
1837,3116,Juruteknik Kejuruteraan Kimia
1838,3116-01,Juruteknik Kejuruteraan Kimia
1839,3116-02,Juruteknik Kejuruteraan Proses Kimia
1840,3116-03,Juruteknik Kejuruteraan Petroleum
1841,3116-04,Ahli Teknologi Minyak
1842,3116-05,Juruteknik Kejuruteraan Kimia (Petroleum)
1843,3116-06,Juruteknik Penapisan Petroleum
1844,3116-07,Pembantu Makmal Penapisan Petroleum
1845,3116-09,Penganggar Kejuruteraan Kimia
1846,3116-10,Pembantu Kejuruteraan Kimia
1847,3116-11,Juruteknik Kejuruteraan Proses
1848,3117,Juruteknik Perlombongan Dan Kaji Logam
1849,3117-01,Juruteknik Kaji Logam
1850,3117-02,Juruteknik Kaji Logam Ekstraktif
1851,3117-03,Juruteknik Pengekstrakan Petroleum dan Gas Asli
1852,3117-04,Pembantu Makmal Kaji Logam
1853,3117-09,Pembantu Kaji Logam Fizik
1854,3117-10,Juruteknik Kejuruteraan Perlombongan
1855,3117-11,Pembantu Perlombongan
1856,3117-12,Juruteknik Peletup Telaga Minyak dan Gas
1857,3117-13,Pembantu Pengekstrakan Petroleum dan Gas Asli
1858,3117-14,Pengasid Telaga Minyak dan Gas
1859,3117-16,Juruteknik Pam Minyak
1860,3117-17,Juruteknik Lombong Arang Batu
1861,3117-18,Juruteknik Pengorek Blok
1862,3117-20,Pembantu Kaji Logam Ekstraktif
1863,3117-21,Juruteknik Foundri
1864,3117-22,Juruteknik Pengeluaran Bahan Api Teknologi Hijau
1865,3117-23,Profesional Bersekutu Lapangan
1866,3118,Pelukis Pelan Dan Juruteknik Ukur
1867,3118-01,Pelukis Pelan (Seni Bina) Gred JA19
1868,3118-02,Juruteknik Lukis Pelan
1869,3118-03,Pelukis Pelan
1870,3118-22,Penyurih
1871,3118-23,Ilustrator Kejuruteraan
1872,3118-24,Juruteknik Geospatial
1873,3118-25,Juruteknik Landskap
1874,3118-26,Penolong Pegawai Seni Bina Gred JA29
1875,3118-27,Pelukis Pelan (Kejuruteraan Awam) Gred JA19
1876,3118-28,Penolong Arkitek Landskap Gred JA29
1877,3118-29,Penolong Pegawai Tanah (Semenanjung) NT29
1878,3118-30,Penolong Pentadbir Tanah (Sabah dan Sarawak) Gred NT29
1879,3118-31,Penolong Juruukur Gred JA29
1880,3118-32,Penolong Pegawai Perancang Bandar dan Desa Gred JA29
1881,3118-33,Penolong Pegawai Seni Bina Gred 19
1882,3118-34,Penolong Arkitek
1883,3119,Juruteknik Industri Dan Pengeluaran
1884,3119-01,Juruteknik
1885,3119-02,Juruteknik Gred P4
1886,3119-14,"Pembantu Kejuruteraan, Pengeluaran"
1887,3119-15,Juruteknik Kejuruteraan (Pengeluaran)
1888,3119-16,Penyiasat Kebakaran
1889,3119-19,Juruteknik Kawalan Kualiti
1890,3119-20,Juruteknik Pemotongan
1891,3119-24,Juruproses Gred K2
1892,3119-28,Juruteknik Kejuruteraan Jaminan Kualiti
1893,3119-29,Penolong Pemeriksa Kilang dan Jentera Gred JA29
1894,3119-31,Juruteknik Pencelupan
1895,3119-36,Juruteknik Sisa Pepejal
1896,3119-37,Pembantu Juruteknik Sisa Pepejal
1897,3119-38,Juruteknik Air
1898,3119-39,Pembantu Juruteknik Air
1899,3119-40,Juruteknik Air Sisa
1900,3119-42,Juruteknik Lukisan
1901,3119-43,Juruteknik Pemprosesan Makanan
1902,3119-44,Juruteknik Pengisar Aci Engkol
1903,3119-45,Juruteknik Penyelidikan Agro-Based Biotek Makanan
1904,3119-46,Juruteknik Penyelidikan Biotek Akuakultur
1905,3119-47,Pembantu Juruteknik
1906,3119-48,Juruteknik Ujian
1907,3119-49,Juruteknik Kualiti Air
1908,3119-50,Juruteknik Perkakas
1909,3119-51,Penolong Pakar Pengeluaran
1910,3119-52,Penolong Eksekutif Pengeluaran
1911,3119-53,Juruteknik Pembuatan
1912,3119-54,Juruteknik Analisis Bahan
1913,3119-55,Pengendali Surface Mount Technology (SMT)
1914,312,"Penyelia Perlombongan, Pembuatan, Dan Pembinaan"
1915,3121,Penyelia Perlombongan
1916,3121-01,Penyelia Lombong
1917,3121-02,Penyelia Kuari
1918,3121-03,Penyelia Slickline
1919,3121-04,Penyelia Perkhidmatan
1920,3122,Penyelia Pembuatan
1921,3122-01,Penyelia Pembuatan
1922,3122-02,Penyelia Pengeluaran
1923,3122-03,Penyelia Kemasan
1924,3122-04,Penyelia Pembungkusan
1925,3122-05,Penyelia Pengkompaunan
1926,3122-06,Penyelia Barangan Siap
1927,3122-07,Penyelia Pemotong
1928,3122-08,Penyelia Kilang Papan
1929,3122-09,Penyelia Pemeriksaan Papan Lapis
1930,3122-10,Penyelia Penggergaji
1931,3122-11,Ketua Penyelia Hookman
1932,3122-12,Penyelia Balak
1933,3122-13,"Penyelaras Kawasan, Pembuatan"
1934,3122-15,Penyelia Kawalan Kualiti
1935,3122-17,Pemeriksa Penguji Kualiti
1936,3122-18,"Penyelia Pengeluaran, Pengilangan Makanan Halal"
1937,3122-19,"Penyelia Jaminan Kualiti, Pengilangan Makanan Halal"
1938,3122-20,"Penyelia Jaminan Kualiti, Pemprosesan Daging Halal"
1939,3122-21,Penyelia Teknikal
1940,3122-22,Inspektor Non-Destructive Testing (NDT)
1941,3122-23,Penyelia
1942,3122-24,Penyelia Stor
1943,3122-25,Penyelia Syif
1944,3122-26,Penyelia Penyelenggaraan
1945,3122-27,Penyelia Gred P4
1946,3122-28,"Penyelia, Rumah Sembelihan Halal"
1947,3122-29,"Penyelia Gudang, Operasi Logistik Halal"
1948,3122-30,Pembantu Penyelia
1949,3122-31,Ketua Penyelia
1950,3122-32,Penyelia Kemudahan
1951,3122-33,Penyelia Penghantaran
1952,3122-34,Pengawal Robot Industri
1953,3122-35,Penyelia Jaminan Kualiti
1954,3123,Penyelia Pembinaan
1955,3123-01,Penyelia Operasi
1956,3123-02,Penyelia Projek
1957,3123-03,Penyelia Pembinaan
1958,3123-04,Penyelia Tapak
1959,3123-05,Penyelaras Tapak
1960,3123-06,Orang Yang Kompeten (OYK) - Penyelia Keselamatan Tapak Bina
1961,3123-07,Penyelia Turap Jalan
1962,3123-08,Penyelia Landskap
1963,3123-09,Penyelia Penggerudian
1964,3123-10,Penyelia Persekitaran
1965,3123-11,"Penyelia, Pembinaan Bangunan"
1966,3123-12,"Penyelia, Operasi Bangunan"
1967,3129,Penyelia Lain Yang Tidak Dikelaskan Di Mana-Mana
1968,3129-01,Penyelia Pembersihan
1969,313,Juruteknik Kawalan Proses
1970,3131,Operator Loji Penjana Kuasa
1971,3131-01,Penghantar Muatan Tenaga Elektrik
1972,3131-02,Operator Papan Suis Elektrik
1973,3131-03,Operator Stesen Hidroelektrik
1974,3131-04,Operator Loji Penjanaan Kuasa
1975,3131-05,"Operator Turbin, Stesen Kuasa"
1976,3131-06,Pengendali Loji Tenaga Elektrik
1977,3131-08,Operator Loji Tenaga Hidroelektrik
1978,3131-09,Operator Loji Kuasa Nuklear
1979,3131-10,Operator Loji Tenaga Solar
1980,3131-11,Operator Kawalan Pengagihan
1981,3131-12,Operator Station Penjana
1982,3131-13,Operator Sistem Tenaga
1983,3131-14,Operator Loji Penjanaan Tenaga Biomas (Penyediaan Bahan Api)
1984,3131-15,Penyelia Loji Penjanaan Tenaga Biomas (Bahan Binaan Mentah)
1985,3131-16,Juruteknik Sel Solar
1986,3131-17,Operator Reaktor Kuasa Nuklear
1987,3131-18,Juruteknik Bahan Api Biologi
1988,3131-19,Penyelia Bahan Api Biologi
1989,3131-20,Operator Loji Bahan Api Biologi
1990,3131-21,"Operator, Panel Kawalan: Reaktor Nuklear"
1991,3131-22,"Penghantar, Beban: Elektrik (Power Station)"
1992,3131-23,"Operator, Panel Kawalan: Kuasa (Pengeluaran)"
1993,3131-24,"Operator, Penjana: Tenaga Elektrik"
1994,3131-25,"Operator, Loji Tenaga Geo-Thermal"
1995,3131-26,"Operator, Loji Gas Asli: Penjanaan Tenaga Elektrik"
1996,3131-27,"Operator, Loji Kuasa Nuklear"
1997,3131-28,"Operator, Penyukat: Aliran Elektrik"
1998,3131-29,"Operator, Loji Tenaga Wap"
1999,3131-30,"Operator, Papan Kuasa: Stesen Kuasa Elektrik"
2000,3131-31,"Operator, Papan Kuasa: Penjana Stesen Kuasa"
2001,3131-32,"Operator, Loji Kuasa Tidal"
2002,3131-33,"Operator, Turbin: Penjanaan Elektrik"
2003,3131-34,"Operator, Loji Tenaga Angin: Penjanaan Kuasa Elektrik"
2004,3131-35,Juruteknik H2S (Hydrogen Sulfide) (Operasi)
2005,3132,Operator Loji Insinerator Dan Perawatan Air
2006,3132-01,Operator Enjin Pegun
2007,3132-02,Operator Pemampat
2008,3132-03,Operator Pemampat Gas
2009,3132-04,Operator Loji Insinerator
2010,3132-05,Operator Stesen Pengepaman
2011,3132-06,Operator Alat Pemanasan dan Pengalihudaraan
2012,3132-07,Operator Sistem Penyejukan
2013,3132-08,Operator Loji Kumbahan
2014,3132-10,Operator Sisa Ais
2015,3132-11,Operator Corong Tuang
2016,3132-12,Operator Insenarator
2017,3132-13,Operator Proses Sisa Cecair
2018,3132-14,Operator Sisa Air
2019,3132-16,Merinyu Tali Air Gred J19
2020,3132-17,Penyelia Loji Insinerator
2021,3132-18,"Operator, Relau: Pelupusan Sampah"
2022,3132-19,"Operator, Panel Kawalan: Insinerator"
2023,3132-20,"Operator, Panel Kawalan: Rawatan Air"
2024,3132-21,"Operator, Penapis: Air"
2025,3132-22,"Operator, Pembersihan Loji: Air"
2026,3132-23,"Pembekal, Loji Pembersihan Air"
2027,3133,Pengawal Loji Pemprosesan Kimia
2028,3133-01,Juruteknik Proses Kimia
2029,3133-02,Penyelia Loji Kimia
2030,3133-04,Operator Penapisan Kimia dan Pengasingan Peralatan
2031,3133-05,Pengendali Kimia-Pegun dan Reaktor
2032,3134,Operator Loji Penapisan Petroleum Dan Gas Asli
2033,3134-01,Operator Pam Penapisan Petroleum
2034,3134-02,Operator Penyuling Penapisan Petroleum
2035,3134-03,Pengawal Penapisan Petroleum
2036,3134-04,Operator Penyahsulfur Penapisan Petroleum
2037,3134-05,Operator Loji Asetilena
2038,3134-06,Operator Loji Gas
2039,3134-07,Operator Loji Klorin
2040,3134-08,Operator Loji Oksigen
2041,3134-09,Operator Loji Parafin
2042,3134-10,Pengadun Penapisan Petroleum
2043,3134-11,Operator Pengolahan Penapisan Petroleum dan Gas Asli
2044,3134-12,Operator Stesen Pengepam Petroleum dan Gas Asli
2045,3134-13,Operator Loji Pencairan Gas
2046,3134-14,Pengisi dan Penguji Silinder (Gas Termampat dan Gas Cecair)
2047,3134-15,Operator Blender/petroleum and Natural Gas Refining (ethyl)
2048,3134-16,Operator Still/petroleum and Natural Gas Refining
2049,3134-17,Juruteknik Proses Penapisan
2050,3134-18,Operator Proses Petroleum
2051,3134-19,Penyelia Pengendali Dandang
2052,3134-20,Operator Tapak Loji
2053,3134-21,Operator Tapak Pelupusan Telaga Gas
2054,3134-22,Penyelia Kawalan Operasi Gas Tapak Pelupusan
2055,3134-23,Penyelia Loji Anaerobic Digester Biogas
2056,3134-24,Operator Pam
2057,3134-25,Operator Penyuling
2058,3134-26,Pengawal Penapisan Am
2059,3134-27,Operator Slickline
2060,3135,Pengawal Proses Pengeluaran Logam
2061,3135-01,Pengawal Mesin Penggelek Logam
2062,3135-02,"Pengeset, Logam"
2063,3135-03,Operator Kawalan Proses Logam
2064,3135-04,Operator Relau Letupan
2065,3135-05,Caster Kawalan Pusat
2066,3135-06,Pengendali Kawalan Kilang Guling
2067,3139,Juruteknik Kawalan Proses Yang Tidak Dikelaskan Di Mana-Mana
2068,314,Juruteknik Sains Hayat Dan Profesional Bersekutu Yang Berkaitan
2069,3141,Juruteknik Sains Hayat (Tidak Termasuk Perubatan)
2070,3141-01,Juruteknik Biologi
2071,3141-02,Juruteknik Entomologi
2072,3141-03,Juruteknik Tisu Kultur
2073,3141-04,Juruteknik Botani
2074,3141-05,Pembantu Botani
2075,3141-06,Pembantu Makmal Penyelidikan Botani
2076,3141-07,"Juruteknik, Pembiakbakaan Buatan"
2077,3141-08,Pembantu Makmal Penyelidikan Pembiakbakaan Buatan
2078,3141-09,Juruteknik Zoologi
2079,3141-10,Pembantu Makmal Penyelidikan Zoologi
2080,3141-11,Taksidermis
2081,3141-12,Pembantu Penyelidik (Sains)
2082,3141-13,Juruteknik Bakteriologi
2083,3141-14,Juruteknik Biokimia
2084,3141-15,Juruteknik Herbarium
2085,3141-16,Juruteknik Farmakologi
2086,3141-17,Juruteknik Serologi
2087,3141-18,Pembantu Entomologi
2088,3142,Juruteknik Pertanian Dan Penternakan
2089,3142-01,Juruteknik Agronomi
2090,3142-02,Juruteknik Penyelidikan Tanaman
2091,3142-03,Juruteknik Sains Tanah
2092,3142-04,Juruteknik Florikultur
2093,3142-05,Juruteknik Hortikultur
2094,3142-06,Juruteknik Olerikultur
2095,3142-07,Juruteknik Pomologi
2096,3142-08,Juruteknik Tapak Semaian
2097,3142-09,Pengawal Pegairan
2098,3142-10,Juruteknik Tenusu
2099,3142-11,Pegawai Teknikal Ladang Tanaman
2100,3142-12,Penguji Ternakan
2101,3142-13,Pegawai Teknikal Hortikultur
2102,3142-14,Pegawai Teknikal Ternakan
2103,3142-15,Pembantu Pertanian
2104,3142-16,Penolong Pegawai Pertanian Gred G29
2105,3142-17,Penolong Pegawai Rancangan Tanah Gred G29
2106,3142-18,Penyelia Pengeluaran Ternakan Halal
2107,3142-19,Penolong Pengurus Taman/Ladang Gred G29
2108,3142-20,Pembantu Taman/Ladang Gred G19
2109,3142-21,Penyelia Rancangan Tanah Gred G19
2110,3143,Juruteknik Perhutanan
2111,3143-01,Juruteknik Arborikultur
2112,3143-02,Juruteknik Perhutanan
2113,3143-03,Juruteknik Silvikultur
2114,3143-04,Penolong Pemelihara Hutan Gred G29
2115,3143-05,Penolong Pegawai Hidupan Liar Gred G29
2116,3143-06,Pembantu Hidupan Liar Gred G19
2117,3144,Juruteknik Perikanan
2118,3144-01,Juruteknik Penetasan
2119,3144-02,Penyelia Penetasan
2120,3144-03,Juruteknik Perikanan
2121,3144-04,Pembantu Penetasan
2122,3144-05,Juruteknik Akuakultur
2123,3144-06,Pembantu Perikanan
2124,3144-07,Penolong Pegawai Perikanan Gred G29
2125,3144-08,Pembantu Perikanan Gred G19
2126,3144-09,Penyelia Tapak Akuakultur
2127,315,"Juruteknik Kapal, Pesawat, Dan Kereta Api"
2128,3151,Juruteknik Pesawat Udara
2129,3151-01,Juruteknik Keselamatan Trafik Udara
2130,3151-02,Juruteknik Pesawat
2131,3151-03,Juruteknik Penyelenggaraan Penerbangan
2132,3151-04,Juruteknik Perkhidmatan Pesawat
2133,3151-05,Juruteknik Penyelenggaraan Pesawat (Kerangka Pesawat Udara)
2134,3151-06,Juruteknik Penyelenggaraan Pesawat (Enjin)
2135,3151-07,Pemulih Pesawat
2136,3151-08,Juruteknik Loji Kuasa dan Kerangka Pesawat Udara
2137,3151-09,Juruteknik Kerangka Pesawat Udara
2138,3151-10,Juruteknik Helikopter
2139,3151-11,Juruteknik Enjin Jet
2140,3151-12,Juruteknik Sistem Pneudraulic (Pesawat)
2141,3151-13,Juruteknik Loji Kuasa (Pesawat)
2142,3151-14,Juruteknik Komponen Enjin Roket
2143,3151-15,Penolong Pemeriksa Kapal Terbang Gred A29
2144,3151-16,Penolong Pegawai Kawalan Trafik Udara Gred A29
2145,3151-17,"Penyedia Kerja, Teknikal (Pesawat)"
2146,3151-18,"Penyelia Perancangan Dok, Pesawat"
2147,3151-19,"Perancang Dok, Pesawat"
2148,3151-20,"Perancang Bengkel, Pesawat"
2149,3151-21,"Pengawal Bahan, Pesawat"
2150,3151-22,Juruteknik Avionic
2151,3152,Juruteknik Kapal/ Marin
2152,3152-01,Pembantu Laut Gred A19
2153,3152-02,Pengawal Tambatan
2154,3152-03,Juragan Perahu Layar
2155,3152-04,Penyelia Trafik Kapal Kargo
2156,3152-05,Juruteknik Enjin Marin
2157,3152-06,Juruteknik Kapal
2158,3152-07,Penyelia Marin
2159,3152-08,Penolong Pegawai Laut Gred A29
2160,3153,Juruteknik Kereta Api/ Lokomotif
2161,3153-01,Juruteknik Kereta api
2162,3153-02,Penyelia Kereta api
2163,3153-03,Penyelia Lokomotif
2164,3153-04,Penyelia Transit Aliran Ringan
2165,3153-05,Inspektor Kereta api
2166,3153-06,Juruteknik Rangkaian Trek
2167,3153-07,Juruteknik Isyarat dan Komunikasi
2168,3153-08,Juruteknik Gerakan Rel Stok
2169,3154,Juruteknik Kenderaan Bermotor
2170,3154-01,Juruteknik Kenderaan
2171,3154-02,Juruteknik Sistem Enjin dan Minyak Kenderaan Bermotor
2172,3154-03,Juruteknik Mekatronik Kenderaan Bermotor
2173,3154-04,Juruteknik Automotif Sistem Brek
2174,3154-05,Juruteknik Bingkai Badan Kenderaan
2175,3154-06,Juruteknik Kenderaan Bermotor
2176,3154-07,Penolong Pereka Kenderaan Teknologi Hijau
2177,3154-08,Juruteknik Kren
2178,3154-09,Juruteknik Kejuruteraan Automotif
2179,3159,Juruteknik Pengangkutan Yang Tidak Dikelaskan Di Mana-Mana
2180,3159-01,Penyelia Pengangkutan Jalan
2181,3159-02,Penyelia Logistik
2182,3159-03,"Penyelia Pengangkutan, Operasi Logistik Halal"
2183,3159-04,Penolong Fasilitator Infrastruktur Teknologi Hijau
2184,316,Profesional Bersekutu Sains Nuklear
2185,3161,Profesional Bersekutu Penyelidikan Dan Pembangunan Nuklear
2186,3161-01,Juruteknik Nuklear
2187,32,Profesional Bersekutu Kesihatan
2188,321,Juruteknik Perubatan Dan Farmaseutikal
2189,3211,Juruteknik Kelengkapan Pengimejan Perubatan Dan Terapeutik
2190,3211-01,Juru x-Ray Gred U29
2191,3211-02,Juru x-Ray
2192,3211-03,Juruteknik Radiologi
2193,3211-04,Juru X-Ray Perubatan Diagnostik
2194,3211-05,Mammografer
2195,3212,Juruteknik Makmal Perubatan Dan Patologi
2196,3212-01,Juruteknik Anatomi
2197,3212-02,Juruteknik Bank Darah
2198,3212-03,Juruteknik Biofizik
2199,3212-04,Juruteknik Ekologi
2200,3212-05,Juruteknik Genetik
2201,3212-06,Juruteknik Hematologi
2202,3212-07,Juruteknik Histologi
2203,3212-08,Juruteknik Sitologi
2204,3212-09,Juruteknik Fisiologi
2205,3212-10,Juruteknik Patologi
2206,3212-11,Juruteknik Sains Perubatan
2207,3212-12,Pembantu Parasitologi
2208,3212-13,Juruteknik Makmal Perubatan
2209,3212-14,Juruteknik Pembedahan
2210,3212-15,Juruteknologi Makmal Perubatan Gred U29
2211,3212-16,Juruteknologi Makmal Perubatan
2212,3213,Juruteknik Dan Pembantu Farmaseutikal
2213,3213-01,Pembantu Farmaseutikal
2214,3213-02,Pembantu Makmal Farmaseutikal
2215,3213-03,Juruteknik Farmasi
2216,3213-04,Pembantu Farmasi
2217,3213-05,Penolong Pegawai Farmasi Gred U29
2218,3214,Juruteknik Perubatan Dan Prostetik Pergigian
2219,3214-01,Juruteknik Pergigian
2220,3214-04,Orthotist
2221,3214-05,Juruteknologi Pergigian Gred U29
2222,3215,Juruteknik Ortotik Dan Prostetik
2223,3215-02,Juruteknik Prostetik
2224,3215-03,Juruteknik Perubatan Gred U19
2225,322,Profesional Bersekutu Kejururawatan Dan Perbidanan
2226,3221,Profesional Bersekutu Kejururawatan (Kecuali Pergigian)
2227,3221-01,Jururawat Gred U29
2228,3221-02,Pembantu Jururawat
2229,3221-04,Jururawat Praktikal
2230,3222,Profesional Bersekutu Perbidanan
2231,3222-01,Bidan
2232,3222-02,Pembantu Bidan
2233,323,Profesional Bersekutu Perubatan Tradisional Dan Komplementari
2234,3231,Profesional Bersekutu Perubatan Tradisional Dan Komplementari
2235,3231-01,Pengamal Perubatan Tradisonal Melayu
2236,3231-02,Pengamal Perubatan Tradisional Cina
2237,3231-03,Pengamal Perubatan Tradisional India
2238,3231-04,Pendispens Ubat Tradisional Cina
2239,3231-05,Bomoh
2240,3231-06,Juruterapi Bekam
2241,3231-07,Bomoh Tulang
2242,3231-08,Ahli Herba
2243,3231-09,Ahli Refleksologi
2244,3231-10,Juruteknik Akupuntur
2245,3231-11,Juruteknik Ayurvedik
2246,324,Juruteknik Dan Pembantu Veterinar
2247,3241,Juruteknik Dan Pembantu Veterinar
2248,3241-01,Pembantu Veterinar Gred G19
2249,3241-02,Juruteknik Veterinar
2250,3241-03,Juruteknik Penyelidikan Biotek Veterinar
2251,3241-06,Pembantu Veterinar Permanian Beradas
2252,3241-07,Veterinar Permanian Beradas
2253,3241-08,Juruteknik Pengeluaran Biotek Veterinar
2254,3241-09,Jururawat Veterinar
2255,3241-10,Penolong Pegawai Veterinar Gred G29
2256,3241-11,Ahli Terapi Haiwan
2257,325,Profesional Bersekutu Kesihatan Lain
2258,3251,Pembantu Pergigian Dan Ahli Terapi
2259,3251-01,Pembantu Pembedahan Pergigian Gred U19
2260,3251-02,Jururawat Kesihatan Pergigian
2261,3251-05,Penolong Pergigian
2262,3251-06,Jurupembersihan Pergigian
2263,3251-07,Juruterapi Pergigian Gred U29
2264,3252,Juruteknik Rekod Perubatan Dan Maklumat Kesihatan
2265,3252-02,Pengkod Klinikal
2266,3252-06,Kerani Rekod Perubatan
2267,3253,Pekerja Kesihatan Masyarakat
2268,3253-02,Promoter Kesihatan Masyarakat
2269,3253-04,Pekerja Kesihatan Kampung
2270,3253-05,Jururawat Masyarakat Gred U19
2271,3254,Juruoptik Pendispensan
2272,3254-01,Juruoptik
2273,3254-02,Juruoptik Kanta Lekap
2274,3255,Juruteknik Dan Pembantu Jurupulih Anggota
2275,3255-01,Pembantu Jurupulih Anggota
2276,3255-02,Juruelektroterapi
2277,3255-04,Ahli Hydroterapi
2278,3255-05,Juruterapi Urutan
2279,3255-06,Juruteknik Jurupulih Anggota
2280,3255-08,Juruterapi Shiatsu
2281,3255-09,Jurupulih Perubatan Gred U29
2282,3255-10,Penolong Pengurus Kes Gred 19
2283,3255-11,Juruterapi Tekanan
2284,3256,Pembantu Perubatan
2285,3256-01,Pembantu Makmal Perubatan
2286,3256-02,Penolong Hospital
2287,3256-04,Pembantu Klinik
2288,3256-05,Juruperalatan Radiograf
2289,3256-07,Jurukelengkapan X-Ray
2290,3256-08,Juruperalatan Elektrokardiograf
2291,3256-09,Juruperalatan Elektroensefalograf
2292,3256-10,Juruperalatan Pengimbasan
2293,3256-11,Jurusonografi
2294,3256-12,Juruultrasonografi
2295,3256-13,Pengajar Klinikal
2296,3256-14,Pembantu Ophthalmic
2297,3256-15,Penolong Pegawai Perubatan Gred U29
2298,3257,Pemeriksa Kesihatan Pekerjaan Dan Persekitaran Dan Bersekutu
2299,3257-01,Pemeriksa Unit Kesihatan Awam
2300,3257-04,Pemeriksa Restoran Kesihatan Awam
2301,3257-05,Pemeriksa Kesihatan dan Keselamatan Pekerjaan
2302,3257-09,Penyelia Kesihatan Pekerjaan
2303,3257-10,Pemeriksa Kebersihan Pekerjaan
2304,3257-11,Juruteknik Kebersihan Pekerjaan
2305,3257-12,Pemeriksa Kualiti Produk
2306,3257-13,Juruteknik Kesihatan dan Keselamatan
2307,3257-15,Pemeriksa Keselamatan dan Kesihatan Perlindungan Pengguna
2308,3257-17,Pemeriksa Sanitari
2309,3257-19,Pemeriksa Keselamatan Kenderaan
2310,3257-20,Pemeriksa Pusat Kecantikan
2311,3257-28,Pemeriksa Sisa Berbahaya
2312,3257-31,Pemeriksa Kebersihan Industri
2313,3257-32,Pemeriksa Kawalan Sisa Industri
2314,3257-33,Pemeriksa Jururawat Rumah
2315,3257-35,Pemeriksa Air
2316,3257-36,Pemeriksa Keselamatan Lombong
2317,3257-37,Pemeriksa Lombong
2318,3257-39,Pemantau Radiasi
2319,3257-41,Pemeriksa Kawalan Tikus
2320,3257-43,Pemeriksa Loji Sisa Rawatan Air
2321,3257-44,Pemeriksa Sanitasi dan Keselamatan Makanan
2322,3257-47,Penolong Pegawai Teknologi Makanan Gred C29
2323,3257-48,Penolong Pegawai Kesihatan Persekitaran Gred U29
2324,3257-49,Penolong Pegawai Kawalan Alam Sekitar Gred C29
2325,3257-50,Pembantu Teknologi Air
2326,3258,Pembantu Ambulans
2327,3258-01,Pembantu Ambulans
2328,3258-02,Pegawai Ambulans
2329,3258-05,Juruteknik Kecemasan
2330,3259,Profesional Bersekutu Kesihatan Yang Tidak Dikelaskan Di Mana-Mana
2331,3259-01,Perunding Kesihatan
2332,3259-02,Juruteknik Terapi Pernafasan
2333,3259-03,Penolong Dietetik
2334,33,Profesional Bersekutu Perniagaan Dan Pentadbiran
2335,331,Profesional Bersekutu Kewangan Dan Matematik
2336,3311,Perunding Dan Broker Sekuriti Dan Kewangan
2337,3311-01,Broker Sekuriti
2338,3311-02,Broker Stok dan Saham
2339,3311-06,Perunding Matawang Asing
2340,3311-07,Pedagang Forex
2341,3311-09,Perunding Perbendaharaan
2342,3311-10,Penganalisis Kewangan
2343,3311-11,Pegawai Broker
2344,3312,Pegawai Kredit Dan Pinjaman
2345,3312-01,Pegawai Gadai Janji
2346,3312-02,Pegawai Pinjaman
2347,3312-03,Eksekutif Kawalan Kredit
2348,3312-05,Eksekutif Tuntutan
2349,3312-06,Pegawai Lejar Am
2350,3312-07,Eksekutif Kos
2351,3312-10,Pegawai Risiko Kredit
2352,3312-11,Pakar Kawalan Kredit Pesanan Tunai (O2C)
2353,3313,Profesional Bersekutu Perakaunan Dan Pengauditan
2354,3313-02,Penyelia Akaun
2355,3313-03,Penyelia Kewangan
2356,3313-04,Penolong Akauntan Gred W29
2357,3313-05,Penolong Juruaudit Gred W29
2358,3313-06,Penolong Pegawai Eksekutif (Perakaunan) Gred 31
2359,3313-07,Penolong Pegawai Eksekutif (Perakaunan) Gred 6
